date,product_id,product_name,price,units_sold,total_amount
2024-05-16,TO1820,Track Pants,445.69,44,19610.36
2024-01-14,CL6528,Tie,340.75,50,17037.5
2023-01-25,SP3928,Marker Set,153.69,27,4149.63
2023-01-18,TO5877,Treadmill,321.63,39,12543.57
2023-04-25,CL9704,Grill Pan,371.95,16,5951.2
2023-06-29,BE2549,Standing Desk,71.77,10,717.6999999999999
2024-10-10,TO5500,Diary,179.24,30,5377.200000000001
2024-12-06,SP9577,Baking Tray,288.84,3,866.52
2023-03-20,CL1627,Gloves,81.91,47,3849.77
2024-10-15,BE9398,Duffel Bag,490.33,6,2941.98
2023-12-12,EL7922,Chess Set,206.36,12,2476.32
2023-09-21,EL8101,Alarm Clock,482.93,13,6278.09
2024-08-07,CL9422,Necklace,274.19,16,4387.04
2024-12-11,BE8748,Hoverboard,115.45,28,3232.6
2023-10-09,EL5535,Mattress,255.77,3,767.3100000000001
2024-09-11,TO5668,Mirror,143.61,27,3877.47
2023-08-01,BE3126,Sunscreen,144.64,30,4339.2
2024-09-05,EL2591,Gaming Console,118.45,2,236.9
2024-12-27,CL2044,Mascara,309.58,47,14550.259999999998
2024-12-30,SP7893,Tie,321.04,22,7062.88
2024-07-08,TO1205,Speaker,178.05,21,3739.05
2023-12-21,TO8568,Refrigerator,428.63,32,13716.16
2023-08-04,SP7390,Refrigerator,135.29,3,405.87
2024-11-07,SP8971,Fountain Pen,285.05,23,6556.150000000001
2023-03-27,HO7048,Duffel Bag,158.98,49,7790.019999999999
2023-11-19,TO1484,Boots,86.39,38,3282.82
2023-06-20,SP8070,Ergonomic Chair,213.54,49,10463.46
2023-01-24,CL9040,Carrom Board,494.94,25,12373.5
2024-07-04,HO3023,Tie,57.52,14,805.2800000000001
2023-08-05,BE5740,Power Bank,97.52,11,1072.72
2024-02-15,SP6767,Hair Dryer,378.13,27,10209.51
2024-09-05,CL6950,Punching Bag,318.84,43,13710.12
2024-12-04,EL9229,Punching Bag,272.46,26,7083.959999999999
2023-08-19,TO8600,Resistance Bands,150.28,29,4358.12
2023-06-10,HO5725,Washing Machine,11.64,22,256.08000000000004
2024-04-20,EL2610,Alarm Clock,197.84,42,8309.28
2024-03-04,TO4094,Skateboard,321.84,40,12873.6
2023-08-18,HO9247,Necklace,499.47,39,19479.33
2024-08-07,EL1374,Slippers,169.26,16,2708.16
2023-06-20,SP2490,Refrigerator,476.4,2,952.8
2024-09-07,EL9377,Alarm Clock,433.08,11,4763.88
2024-04-13,CL3870,Tea Set,241.36,46,11102.56
2023-07-24,CL5800,Deodorant,41.76,2,83.52
2023-07-31,SP8523,Mixer Grinder,130.07,39,5072.73
2024-03-30,HO8559,File Cabinet,255.11,8,2040.88
2023-04-02,CL8093,Washing Machine,79.48,8,635.84
2023-11-17,BE9179,Grill Pan,437.12,18,7868.16
2024-01-05,TO5312,Hoodie,310.34,49,15206.659999999998
2023-09-28,SP8139,Duffel Bag,447.41,21,9395.61
2024-05-18,HO8208,Table Runner,36.08,10,360.8
2023-02-25,HO1587,Refrigerator,240.42,11,2644.62
2024-12-23,TO2900,Table Runner,497.65,32,15924.8
2023-02-11,TO8949,Grill Pan,234.3,8,1874.4
2023-06-01,BE2533,Duffel Bag,109.83,19,2086.77
2023-07-04,HO5469,Standing Desk,285.99,43,12297.57
2024-08-22,HO1067,Mattress,267.75,37,9906.75
2023-07-04,TO5033,Boots,386.44,44,17003.36
2023-04-07,CL5657,Duffel Bag,343.84,44,15128.96
2023-05-05,TO2737,Earbuds,420.12,10,4201.2
2023-01-30,BE8861,Electric Shaver,232.49,18,4184.82
2024-08-31,EL6397,Hoverboard,485.19,42,20377.98
2024-09-29,TO3118,Juicer,113.57,4,454.28
2024-10-21,CL1909,Electric Shaver,374.46,36,13480.56
2024-09-08,TO7534,Chess Set,135.03,16,2160.48
2024-02-13,BE4411,Measuring Cups,89.84,50,4492.0
2024-02-17,CL2975,Carrom Board,156.29,28,4376.12
2023-11-14,EL3151,Gaming Console,185.93,7,1301.51
2024-01-12,SP9021,Hair Oil,228.27,25,5706.75
2024-05-02,CL7931,Tea Set,54.21,28,1517.88
2024-01-13,SP8112,Suitcase,319.04,6,1914.24
2023-02-11,SP8594,Gaming Console,341.46,42,14341.32
2024-12-03,EL9115,Measuring Cups,268.37,42,11271.54
2024-06-21,BE8671,Mirror,224.3,31,6953.3
2023-11-04,HO5921,Carrom Board,422.35,34,14359.9
2024-03-13,CL1781,Duvet,279.99,3,839.97
2024-06-09,BE7961,Speaker,212.38,30,6371.4
2024-11-07,EL5151,Router,184.17,38,6998.459999999999
2023-03-25,SP2866,Track Pants,372.85,30,11185.5
2023-07-03,HO1741,Table Runner,50.81,46,2337.26
2023-11-01,CL8454,Boots,381.1,29,11051.9
2024-09-30,CL4066,Foundation,113.42,6,680.52
2024-09-10,CL8107,Electric Shaver,271.84,1,271.84
2024-02-09,BE3813,Smartwatch,331.34,30,9940.2
2024-12-09,TO8974,Table Runner,158.37,40,6334.8
2024-01-05,EL5958,Hoverboard,52.94,9,476.46
2023-01-15,HO1260,Standing Desk,351.06,13,4563.78
2023-01-28,HO3378,Suitcase,328.37,28,9194.36
2024-10-03,SP2410,Washing Machine,157.45,30,4723.5
2023-06-01,TO1357,Dart Board,67.06,10,670.6
2024-12-20,TO8724,Table Runner,19.62,29,568.98
2024-08-22,HO5830,Standing Desk,289.02,26,7514.519999999999
2023-02-22,CL2682,Electric Shaver,318.9,46,14669.4
2024-03-18,TO5764,Deodorant,28.14,26,731.64
2024-05-12,SP8993,Badminton Racket,123.63,4,494.52
2024-06-24,BE6174,Hoodie,281.1,18,5059.8
2024-10-25,TO2915,Slippers,252.45,42,10602.9
2023-12-22,TO1340,Standing Desk,89.05,47,4185.349999999999
2023-07-16,TO8178,Hair Dryer,123.73,15,1855.95
2024-08-24,EL8675,Slippers,74.27,19,1411.13
2024-12-29,TO6902,Baking Tray,400.03,11,4400.33
2024-09-28,HO2412,Punching Bag,336.86,9,3031.74
2023-06-27,HO9063,Dart Board,59.44,27,1604.88
2024-05-20,CL4431,Mascara,282.85,2,565.7
2024-01-03,CL3598,Washing Machine,95.61,33,3155.13
2023-02-02,BE8055,Measuring Cups,65.84,15,987.6
2023-05-04,SP8968,Mirror,136.33,22,2999.26
2023-12-30,BE5382,Marker Set,449.2,45,20214.0
2024-06-11,SP1826,Tea Set,464.05,29,13457.45
2024-04-13,BE2669,Slippers,413.57,3,1240.71
2024-06-03,BE2934,Standing Desk,436.73,24,10481.52
2023-06-10,EL8233,Foundation,383.36,32,12267.52
2023-04-12,HO6482,Measuring Cups,411.39,8,3291.12
2023-07-26,TO1107,Marker Set,130.2,31,4036.2
2023-12-16,CL3805,Graphic Card,51.76,24,1242.24
2024-02-29,CL3483,Suitcase,379.07,34,12888.38
2024-03-07,HO8025,Duvet,212.57,27,5739.389999999999
2024-04-14,SP1487,Air Conditioner,226.86,50,11343.0
2023-01-11,EL2140,Alarm Clock,51.54,21,1082.34
2024-02-16,HO2007,Refrigerator,202.7,3,608.0999999999999
2024-11-07,EL1947,Gaming Console,489.09,46,22498.14
2024-11-07,SP7869,Necklace,206.98,44,9107.12
2024-12-18,SP6139,Grill Pan,455.52,1,455.52
2023-10-14,SP3406,Router,353.14,29,10241.06
2024-10-21,HO8244,Power Bank,351.76,42,14773.92
2024-02-19,HO2380,Treadmill,28.12,22,618.64
2024-02-04,EL9527,Air Conditioner,496.04,19,9424.76
2023-08-07,BE6115,Boots,265.45,49,13007.05
2024-10-12,HO1456,Gaming Console,446.26,35,15619.1
2024-08-29,CL5979,Treadmill,365.99,33,12077.67
2023-04-24,EL7110,Hoverboard,137.28,33,4530.24
2023-12-29,BE3043,Ergonomic Chair,229.88,37,8505.56
2023-01-06,TO4868,Juicer,404.64,38,15376.32
2024-08-02,EL4831,Mixer Grinder,181.67,19,3451.73
2024-11-13,EL3293,Necklace,360.03,34,12241.02
2023-09-11,BE9461,Juicer,295.36,50,14768.0
2024-01-05,TO3401,Grill Pan,358.7,27,9684.9
2023-03-25,BE7961,Deodorant,445.37,31,13806.47
2023-08-08,TO7050,Washing Machine,341.64,26,8882.64
2024-08-25,SP7468,Treadmill,437.29,38,16617.02
2024-05-25,EL8210,Diary,347.62,32,11123.84
2024-03-02,HO9286,Power Bank,72.29,46,3325.34
2024-04-13,HO9669,Juicer,67.85,14,949.9
2024-04-11,TO3569,Hoodie,472.59,24,11342.16
2023-05-02,SP2807,Dart Board,69.22,37,2561.14
2023-10-24,BE3511,Power Bank,67.69,20,1353.8
2024-01-19,CL8961,Treadmill,23.71,10,237.1
2023-05-26,SP1797,Gloves,469.04,20,9380.8
2023-10-18,HO9008,Foundation,11.02,36,396.72
2023-12-24,BE7841,Router,245.78,20,4915.6
2024-08-02,TO7181,Speaker,242.86,47,11414.42
2024-09-12,HO9270,Foundation,321.87,49,15771.63
2024-04-05,EL3440,Earrings,434.51,21,9124.71
2023-04-02,SP7711,Mixer Grinder,199.75,26,5193.5
2023-12-14,SP8259,Air Conditioner,370.6,42,15565.2
2023-04-01,HO6060,Foundation,284.91,8,2279.28
2024-10-21,SP4152,Hair Oil,478.03,35,16731.05
2024-08-13,BE9548,Router,102.8,31,3186.8
2024-05-29,BE9713,Resistance Bands,98.07,2,196.14
2023-10-09,HO8278,Smartwatch,51.48,35,1801.8
2024-09-13,CL1737,Induction Cooktop,250.82,2,501.64
2023-12-15,TO7798,Gloves,21.79,34,740.86
2023-11-21,TO2491,Slippers,66.18,7,463.2600000000001
2024-07-08,HO3359,Tea Set,99.51,50,4975.5
2023-04-02,HO7672,Ergonomic Chair,342.52,4,1370.08
2024-09-21,CL1445,Deodorant,359.52,20,7190.4
2024-02-04,BE3334,Induction Cooktop,212.28,21,4457.88
2023-09-22,TO1849,Standing Desk,109.25,49,5353.25
2024-09-03,SP9076,Hoverboard,259.22,33,8554.26
2024-01-30,BE1993,Diary,165.98,36,5975.28
2024-02-21,BE1473,Badminton Racket,209.67,15,3145.05
2023-01-20,CL2663,Graphic Card,130.69,36,4704.84
2024-10-29,HO7664,Badminton Racket,228.53,41,9369.73
2024-05-27,HO7116,Gaming Console,274.82,11,3023.02
2023-09-09,SP8401,Punching Bag,30.48,30,914.4
2024-09-27,CL1008,Tea Set,39.49,31,1224.19
2023-10-07,SP7228,Necklace,499.63,41,20484.83
2023-08-06,SP5609,Duvet,32.29,48,1549.92
2024-06-30,SP5925,Tie,53.96,45,2428.2
2023-05-06,HO5578,Marker Set,440.36,14,6165.04
2024-09-17,SP6613,Slippers,321.23,49,15740.27
2024-12-25,TO5029,Mascara,334.52,21,7024.92
2023-12-16,HO6381,Carrom Board,17.78,45,800.1
2023-05-17,EL8807,Air Conditioner,12.1,1,12.1
2024-11-19,HO9011,Hair Dryer,383.61,35,13426.35
2023-03-25,EL9825,Diary,25.16,43,1081.88
2024-03-31,EL6783,Mattress,486.3,25,12157.5
2024-09-07,CL3903,Chess Set,421.18,45,18953.1
2023-01-09,BE7069,Router,468.76,29,13594.04
2023-01-10,HO5606,Dart Board,343.47,46,15799.62
2024-01-02,HO5967,Tie,406.12,15,6091.8
2023-08-28,TO1602,Hoodie,147.57,46,6788.219999999999
2024-12-24,SP1116,Marker Set,106.08,41,4349.28
2024-02-10,BE9197,Track Pants,252.07,36,9074.52
2023-07-18,EL3875,Punching Bag,42.03,9,378.27
2023-03-08,HO4734,Hair Dryer,441.69,47,20759.43
2023-10-08,HO9731,Deodorant,311.08,44,13687.52
2024-07-27,TO7997,Diary,324.07,42,13610.94
2023-02-23,CL7666,Ergonomic Chair,144.28,44,6348.32
2024-06-14,TO6922,Gloves,263.46,3,790.3799999999999
2023-08-18,BE7882,Table Runner,270.88,21,5688.48
2023-01-06,TO6483,Foundation,50.09,37,1853.33
2023-01-26,EL7943,Skateboard,479.31,16,7668.96
2023-07-21,HO6092,Graphic Card,40.79,41,1672.39
2023-04-10,BE8077,Necklace,405.95,38,15426.1
2024-10-03,CL5049,Earrings,62.84,16,1005.44
2023-12-15,BE9514,File Cabinet,399.11,5,1995.55
2024-09-06,SP2567,Tablet,316.42,38,12023.96
2023-05-08,BE1546,Mascara,194.92,45,8771.4
2023-03-08,HO8240,Hair Dryer,36.85,40,1474.0
2024-10-03,TO2668,Sunscreen,342.01,36,12312.36
2023-02-23,CL7581,File Cabinet,56.96,49,2791.04
2024-02-25,HO1173,Baking Tray,232.17,30,6965.099999999999
2024-03-14,SP2659,Necklace,176.41,44,7762.04
2023-01-27,TO6377,Gloves,298.03,7,2086.21
2023-04-16,BE2106,Tie,300.51,13,3906.63
2024-08-09,HO5198,Power Bank,184.14,31,5708.339999999999
2024-09-27,TO4983,Duvet,77.46,3,232.38
2023-03-03,HO8140,Alarm Clock,261.43,42,10980.06
2024-01-02,CL9866,Tea Set,389.99,10,3899.9
2024-04-25,CL6618,Gaming Console,152.62,1,152.62
2024-06-14,SP1939,Badminton Racket,126.32,36,4547.52
2023-02-25,TO4201,Marker Set,488.49,41,20028.09
2023-07-26,BE4102,Hoverboard,337.25,45,15176.25
2024-12-09,TO6425,Smartwatch,427.48,37,15816.76
2023-12-10,SP7859,Deodorant,171.02,7,1197.14
2024-04-10,BE4594,Punching Bag,460.78,41,18891.98
2023-08-17,EL8643,Baking Tray,315.72,16,5051.52
2024-05-07,EL7158,Tie,110.61,12,1327.32
2023-01-07,CL2208,Mirror,185.36,36,6672.960000000001
2023-04-28,HO8215,Earbuds,105.26,38,3999.88
2024-01-04,BE4262,Smartwatch,106.93,12,1283.16
2023-08-13,CL6567,Suitcase,425.29,16,6804.64
2023-07-02,HO3884,Grill Pan,423.01,7,2961.07
2023-01-22,EL7208,Tie,330.89,8,2647.12
2023-12-13,HO8474,Hair Dryer,127.67,24,3064.08
2024-11-07,HO8106,Gaming Console,440.41,5,2202.05
2023-05-02,HO4107,Air Conditioner,103.92,25,2598.0
2024-12-12,CL8037,Hoodie,488.72,16,7819.52
2023-02-17,SP4098,Refrigerator,428.67,19,8144.73
2023-06-02,CL1872,Mirror,318.43,18,5731.74
2023-05-10,SP9011,Track Pants,112.53,6,675.1800000000001
2024-04-26,EL2062,Smartwatch,92.04,25,2301.0
2024-10-22,SP9168,Dart Board,264.26,12,3171.12
2023-11-26,EL9609,Volleyball,350.31,46,16114.26
2024-05-21,TO7569,Juicer,322.67,38,12261.46
2024-10-27,BE4596,Suitcase,448.49,29,13006.21
2023-08-29,TO6013,Alarm Clock,218.26,25,5456.5
2024-08-08,HO5170,Table Runner,279.77,9,2517.93
2023-03-28,CL9500,Chess Set,182.27,38,6926.26
2023-02-12,TO6511,Hoodie,218.79,30,6563.7
2024-03-18,TO9151,Mattress,165.34,25,4133.5
2023-01-26,HO4830,Tablet,140.16,5,700.8
2024-01-03,BE9220,Badminton Racket,261.27,42,10973.34
2023-03-22,CL2612,Duffel Bag,68.11,24,1634.64
2023-02-09,SP6468,Induction Cooktop,106.36,22,2339.92
2023-09-14,CL4123,Washing Machine,355.76,9,3201.84
2024-07-10,CL5906,Gloves,148.1,23,3406.3
2024-02-18,TO1194,Hair Dryer,241.28,33,7962.24
2023-06-02,TO4717,Necklace,364.43,14,5102.02
2024-04-30,HO8679,Hair Dryer,364.03,30,10920.9
2023-12-15,BE4077,Marker Set,220.11,45,9904.95
2024-03-03,HO8372,Speaker,427.94,2,855.88
2024-01-19,HO3102,Slippers,159.73,48,7667.039999999999
2023-01-10,TO6567,Graphic Card,120.49,28,3373.72
2024-12-03,TO5909,Air Conditioner,169.78,2,339.56
2024-08-04,BE3518,Badminton Racket,488.85,22,10754.7
2024-08-04,EL7404,Hair Oil,490.28,14,6863.92
2024-02-05,BE7331,Smartwatch,102.29,7,716.0300000000001
2023-12-03,SP5991,Fountain Pen,55.69,7,389.83
2024-11-22,SP1525,Tablet,414.97,39,16183.830000000002
2024-05-15,BE4260,Mixer Grinder,44.05,25,1101.25
2023-10-18,HO5769,Refrigerator,333.19,5,1665.95
2024-04-10,BE9495,Earbuds,15.41,21,323.61
2024-02-25,TO2814,Table Runner,73.28,27,1978.56
2024-05-04,EL7373,File Cabinet,478.0,14,6692.0
2023-05-14,HO8081,Induction Cooktop,410.77,43,17663.11
2024-05-01,HO6084,Router,297.87,33,9829.71
2024-12-02,TO4304,Carrom Board,13.65,10,136.5
2024-04-01,BE5044,Measuring Cups,267.67,37,9903.79
2024-05-17,TO1640,Earrings,371.27,19,7054.129999999999
2024-10-23,TO5873,Electric Shaver,201.63,12,2419.56
2024-03-01,HO8079,Boots,234.34,43,10076.62
2023-07-07,EL2565,Moisturizer,202.84,3,608.52
2023-09-03,HO9810,Suitcase,153.03,5,765.15
2024-12-15,EL9085,Standing Desk,211.53,49,10364.97
2024-07-20,BE2253,Diary,380.14,33,12544.62
2023-11-30,TO3700,Suitcase,133.86,33,4417.38
2023-02-15,TO2199,Tea Set,323.04,44,14213.76
2024-04-17,TO7542,Induction Cooktop,429.33,26,11162.58
2023-02-08,BE2878,Hair Dryer,357.46,9,3217.14
2023-12-01,EL8942,Resistance Bands,236.06,6,1416.36
2024-07-15,EL8171,Hair Dryer,78.73,18,1417.14
2023-06-15,HO2646,Air Conditioner,96.85,8,774.8
2024-07-01,EL3759,Gloves,48.02,49,2352.98
2023-01-12,EL3514,File Cabinet,225.92,12,2711.04
2023-08-10,EL9721,Tablet,115.92,45,5216.4
2023-02-18,EL2684,Speaker,201.4,20,4028.0
2024-03-30,BE1076,Speaker,33.85,25,846.25
2023-07-26,HO4908,Badminton Racket,107.99,2,215.98
2024-03-07,BE6523,Duffel Bag,412.06,44,18130.64
2024-11-16,BE2582,Smartwatch,400.49,43,17221.07
2023-06-21,EL1721,Tea Set,213.68,7,1495.76
2023-12-01,CL4105,Ergonomic Chair,316.09,35,11063.15
2024-02-09,TO4807,Hoodie,114.75,23,2639.25
2023-11-28,HO7588,Tea Set,330.46,1,330.46
2024-02-03,HO4606,Speaker,42.35,18,762.3000000000001
2024-10-27,SP1719,Ergonomic Chair,42.99,14,601.86
2024-02-25,CL9185,Dart Board,491.72,7,3442.04
2024-12-30,SP3809,Alarm Clock,133.45,7,934.15
2024-09-06,CL3177,Power Bank,172.7,41,7080.7
2024-12-05,CL2106,Hair Dryer,174.2,39,6793.799999999999
2024-08-22,TO9372,Skateboard,323.89,15,4858.349999999999
2024-05-30,SP4811,Boots,20.39,49,999.11
2023-05-08,CL8020,Alarm Clock,381.05,40,15242.0
2023-03-23,BE7136,Tie,254.38,13,3306.94
2023-06-05,TO1621,Gaming Console,126.65,47,5952.55
2024-09-04,TO3199,Slippers,146.28,42,6143.76
2023-02-10,SP5726,Badminton Racket,377.77,15,5666.549999999999
2023-12-06,CL4372,Foundation,274.26,43,11793.18
2023-09-12,EL7250,Measuring Cups,265.52,12,3186.24
2024-03-28,EL2058,Gloves,436.23,5,2181.15
2023-07-17,BE4345,Earrings,71.52,12,858.24
2024-08-29,SP4871,Refrigerator,258.64,28,7241.92
2024-04-23,CL4236,Hair Dryer,130.01,12,1560.12
2024-09-12,HO5675,Ergonomic Chair,292.45,41,11990.45
2023-07-26,CL2310,Moisturizer,476.0,24,11424.0
2024-02-12,TO8712,Hoodie,226.27,33,7466.910000000001
2024-09-16,EL3553,Treadmill,411.61,31,12759.91
2023-01-21,TO2363,Gaming Console,381.84,20,7636.799999999999
2024-09-01,SP3878,Tie,136.07,30,4082.1
2023-11-10,TO7146,Hair Oil,285.45,31,8848.949999999999
2023-03-15,CL8688,Air Conditioner,105.9,13,1376.7
2023-01-05,BE7131,File Cabinet,250.81,27,6771.87
2024-02-09,EL7292,Measuring Cups,249.88,42,10494.96
2024-08-25,BE1636,Gloves,496.31,8,3970.48
2024-01-30,SP4182,Power Bank,383.85,17,6525.450000000001
2023-12-23,SP7032,Hoodie,351.26,42,14752.92
2024-01-30,TO4970,Duffel Bag,244.09,24,5858.16
2024-10-08,EL3422,Graphic Card,138.05,30,4141.5
2024-11-28,HO5053,Refrigerator,305.05,43,13117.15
2023-06-15,BE2512,Hoverboard,325.75,25,8143.75
2024-02-12,EL2316,Mascara,264.08,13,3433.04
2024-03-09,HO5143,Tea Set,349.0,33,11517.0
2024-06-29,EL6045,Mascara,369.63,49,18111.87
2023-04-02,BE6642,Smartwatch,408.97,18,7361.460000000001
2023-08-03,EL6047,Juicer,13.15,11,144.65
2024-05-18,BE2144,Hair Oil,389.13,27,10506.51
2024-06-21,TO8060,Smartwatch,93.61,24,2246.64
2023-07-10,EL4244,Mascara,248.37,33,8196.210000000001
2023-04-23,TO4482,Earbuds,100.96,4,403.84
2023-07-07,HO7697,Volleyball,225.96,40,9038.4
2023-04-22,EL2307,Hair Dryer,153.63,25,3840.75
2023-05-08,CL6605,Induction Cooktop,24.54,16,392.64
2024-05-04,TO1155,Electric Shaver,39.92,49,1956.08
2023-01-08,EL1685,Hair Oil,57.45,34,1953.3
2023-01-08,TO9520,Foundation,493.58,49,24185.42
2023-09-30,TO6521,Badminton Racket,306.14,22,6735.08
2024-01-15,EL6164,Fountain Pen,410.26,24,9846.24
2024-11-12,TO1937,Slippers,487.9,22,10733.8
2023-04-13,BE7583,Alarm Clock,365.36,9,3288.24
2023-01-27,SP9693,Tablet,146.94,45,6612.3
2023-09-12,CL8785,Slippers,262.31,43,11279.33
2023-07-12,BE1272,Grill Pan,320.55,3,961.65
2023-11-30,EL4826,Hoodie,307.31,26,7990.06
2024-09-19,BE8010,Power Bank,470.15,31,14574.65
2024-11-05,EL7305,Track Pants,153.99,13,2001.87
2024-12-30,HO9267,Graphic Card,25.56,32,817.92
2023-03-31,CL8648,Refrigerator,92.35,29,2678.15
2023-04-29,TO4946,Fountain Pen,129.24,11,1421.64
2024-11-06,EL2728,Measuring Cups,223.1,46,10262.6
2023-01-30,HO7283,Dart Board,385.49,15,5782.35
2023-09-21,EL3016,Air Conditioner,336.08,35,11762.8
2024-10-10,EL2481,Gaming Console,399.81,22,8795.82
2023-08-18,SP2059,Moisturizer,325.55,25,8138.75
2024-01-26,EL8159,Alarm Clock,406.14,15,6092.099999999999
2023-09-23,BE2436,Hair Oil,64.58,22,1420.76
2024-08-29,HO7025,Skateboard,72.43,21,1521.0300000000002
2024-01-25,SP6092,Measuring Cups,40.32,35,1411.2
2023-07-14,TO6237,Hoodie,387.93,44,17068.920000000002
2023-05-10,SP4639,Gaming Console,62.23,1,62.23
2024-07-05,TO3370,Diary,409.91,19,7788.290000000001
2023-08-13,TO3415,Necklace,304.72,10,3047.2000000000003
2024-11-12,EL6245,Moisturizer,161.36,45,7261.200000000001
2023-05-07,CL8836,Speaker,319.23,14,4469.22
2024-05-21,CL1963,Router,490.76,22,10796.72
2023-06-06,EL4687,Standing Desk,353.2,4,1412.8
2023-07-03,TO5900,Hair Dryer,492.35,43,21171.05
2023-06-13,BE7427,Alarm Clock,175.33,44,7714.52
2024-04-29,CL7407,Electric Shaver,45.19,47,2123.93
2023-10-17,CL9978,Juicer,202.95,9,1826.55
2023-11-28,SP5981,Dart Board,234.19,11,2576.09
2024-08-14,HO8904,Sunscreen,152.63,10,1526.3
2023-08-03,HO1149,Mattress,187.49,37,6937.13
2023-04-15,EL7169,Grill Pan,475.7,28,13319.6
2024-11-26,HO2573,Moisturizer,184.24,31,5711.4400000000005
2023-07-03,BE9444,Earbuds,328.55,38,12484.9
2024-03-20,HO5014,Suitcase,26.66,16,426.56
2024-02-11,TO3826,Diary,329.87,25,8246.75
2024-12-09,EL8596,File Cabinet,433.8,42,18219.6
2024-01-27,CL7018,Router,15.69,8,125.52
2023-03-26,BE9351,Chess Set,120.22,38,4568.36
2024-08-09,SP5484,Alarm Clock,349.93,7,2449.51
2024-08-30,HO8932,Standing Desk,499.98,45,22499.1
2024-03-20,CL3051,Table Runner,58.73,5,293.65
2024-12-31,SP7640,Necklace,408.31,2,816.62
2024-02-08,SP9684,Tea Set,249.4,34,8479.6
2024-08-21,SP4399,Electric Shaver,483.18,8,3865.44
2023-07-05,SP1087,Suitcase,281.81,21,5918.01
2023-05-06,BE4378,Skateboard,329.79,6,1978.74
2024-07-29,CL2386,Earbuds,490.16,33,16175.28
2023-11-02,CL3811,Earbuds,217.3,43,9343.9
2023-01-01,HO1756,Diary,473.65,34,16104.1
2023-10-28,EL8289,Carrom Board,78.53,32,2512.96
2024-12-12,CL6769,Suitcase,307.02,33,10131.66
2023-08-03,EL1732,Fountain Pen,126.18,13,1640.34
2023-05-26,CL3198,File Cabinet,305.05,14,4270.7
2024-08-28,CL3105,Gloves,367.26,28,10283.28
2023-03-18,SP5270,Gloves,197.07,11,2167.77
2024-02-14,TO5164,Hoodie,341.5,45,15367.5
2023-05-27,SP2156,Gaming Console,318.49,18,5732.82
2024-10-10,EL7097,Smartwatch,286.18,42,12019.56
2024-06-07,SP7876,Earbuds,412.57,21,8663.97
2024-03-20,TO5055,Hair Oil,47.99,8,383.92
2024-06-28,BE7664,Baking Tray,42.32,41,1735.12
2023-04-02,CL5476,Mixer Grinder,81.7,15,1225.5
2023-10-08,BE7179,Smartwatch,489.95,15,7349.25
2024-01-23,BE3879,Mattress,267.97,20,5359.400000000001
2024-08-25,TO9666,Earrings,180.96,37,6695.52
2023-10-16,SP2623,Punching Bag,449.32,11,4942.52
2023-11-22,TO6655,Baking Tray,404.98,44,17819.120000000003
2024-06-28,SP7597,Mattress,243.66,9,2192.94
2023-09-23,BE3547,Washing Machine,332.21,10,3322.1
2024-01-23,SP1866,Treadmill,460.04,41,18861.64
2024-01-15,EL7852,Hoodie,356.33,12,4275.96
2024-03-25,CL9228,Diary,150.54,28,4215.12
2024-06-17,EL6000,Chess Set,321.46,6,1928.76
2023-11-09,TO2476,Washing Machine,320.99,5,1604.95
2023-09-03,BE1940,Router,51.45,19,977.55
2024-07-21,TO7946,Juicer,341.75,47,16062.25
2023-05-20,TO9437,Air Conditioner,345.71,44,15211.24
2024-06-29,EL7643,Treadmill,16.81,13,218.53
2023-01-08,EL9754,Track Pants,377.34,16,6037.44
2024-11-08,SP1693,Duvet,307.61,11,3383.71
2024-11-21,SP3864,Marker Set,46.81,9,421.29
2024-06-10,CL7925,Tea Set,252.8,11,2780.8
2024-01-18,BE5092,Dart Board,417.55,50,20877.5
2023-05-01,CL8915,Hoodie,153.84,14,2153.76
2023-01-03,EL7449,Tablet,116.56,20,2331.2
2024-10-20,SP8586,Slippers,447.32,32,14314.24
2023-02-28,CL8542,Alarm Clock,170.99,23,3932.77
2023-04-20,BE4050,Moisturizer,207.01,1,207.01
2023-04-14,TO4236,File Cabinet,51.52,33,1700.16
2023-06-07,TO8985,Smartwatch,13.39,50,669.5
2024-11-03,CL8711,Ergonomic Chair,203.73,20,4074.6
2024-01-09,TO9788,Treadmill,407.66,7,2853.6200000000003
2024-03-25,EL3651,Diary,78.54,48,3769.92
2024-03-20,BE4251,Track Pants,64.23,19,1220.37
2023-02-11,HO7898,Earrings,374.52,3,1123.56
2023-06-14,EL8852,Slippers,480.25,18,8644.5
2023-05-02,TO9119,Alarm Clock,401.91,46,18487.86
2023-05-11,CL9222,Electric Shaver,365.74,48,17555.52
2024-02-03,HO2767,Mixer Grinder,398.43,9,3585.87
2023-06-09,CL1223,Ergonomic Chair,386.02,16,6176.32
2023-02-23,EL8039,Router,488.45,48,23445.6
2023-01-09,TO5742,Punching Bag,148.29,6,889.74
2024-03-15,HO3498,Foundation,367.33,12,4407.96
2023-09-13,CL5317,Slippers,497.19,16,7955.04
2024-11-13,TO8764,Hair Oil,356.17,7,2493.19
2024-12-18,EL3968,Diary,102.45,38,3893.1
2024-10-06,EL4758,Dart Board,69.03,26,1794.78
2023-02-09,CL3395,Mascara,218.89,40,8755.599999999999
2023-07-24,BE7231,Gloves,209.58,20,4191.6
2024-12-17,EL4633,Router,174.73,31,5416.63
